id,synagogue_id,synagogue_name,street_address,city,state,zip_code,start_year,end_year,source,latitude,longitude,formatted_address,geocode_status
58a57abc-1b86-4b3a-b295-59c33347e289,e127efde-172c-4905-8b7c-3e5409adc625,Society Hill Free Synagogue ,418 Spruce Street,Philadelphia,PA,19106,1961.0,,other_addresses,39.9447975,-75.14947599999999,"418 Spruce St, Philadelphia, PA 19106, USA",OK
4aaa8e44-bdbc-42cc-a507-147a08d29f27,4ad22983-31e5-4ce9-afad-0ba8438f297b,Congregation Sons of Halberstam,610 North 6th Street,Philadelphia,PA,19123,1951.0,1961.0,other_addresses,39.9627944,-75.1482843,"610 N 6th St, Philadelphia, PA 19123, USA",OK
f410d60c-822a-4398-9733-dd518945e873,c8ad1946-e42c-4f8a-89af-7c0c774f36c1,"Suburban Jewish Community Center, Temple Tel Or",310 Darby Road,Havertown,PA,19083,1954.0,1955.0,other_addresses,39.9704766,-75.2988426,"310 Darby Rd, Havertown, PA 19083, USA",OK
e1b76da0-e0ce-4d55-add0-625791510e12,c5b37322-87a1-4b72-8808-ecbc5681dc45,Suburban Jewish Community Center-B’nai Aaron,560 Mill Road,Havertown,PA,19083,1956.0,2010.0,other_addresses,39.9878058,-75.29435029999999,"560 Mill Rd, Havertown, PA 19083, USA",OK
f7b0d3a8-9881-4ce1-89b2-49148ef37223,3f9be7b8-ccc7-4893-ab99-453bb7826d9b,Temple Bethell,Lawler Street,Philadelphia,PA,19116,2017.0,,other_addresses,40.1101778,-75.0256158,"Lawler St, Philadelphia, PA 19116, USA",OK
5ef22b0e-1d13-455a-8a41-5c00930a4ca3,9f2c836a-ab27-4236-bafa-7ec84c5f1ded,Temple Isaiah,8891 Old Farm Road,Philadelphia,PA,19115,1996.0,,other_addresses,40.0852457,-75.0540583,"8891 Old Farm Rd, Philadelphia, PA 19115, USA",OK
40ebe174-e71f-4dec-a950-9de712c777ae,9f2c836a-ab27-4236-bafa-7ec84c5f1ded,Temple Isaiah,8900 Roosevelt Boulevard,Philadelphia,PA,19115,1997.0,2003.0,other_addresses,40.072243,-75.0378415,"8900 Roosevelt Blvd, Philadelphia, PA 19115, USA",OK
c5230807-f609-40bc-9853-42f4052cf281,3c7a5cab-ee5f-4f74-82f2-fe0b680ca4fb,Temple Israel of Upper Darby,Bywood Avenue at Walnut Street; Upper Darby,Philadelphia,PA,19082,1951.0,2001.0,other_addresses,39.9589586,-75.26659599999999,"Bywood Ave & Walnut St, Upper Darby Township, PA 19082, USA",OK
35fd9fb8-ae3e-48f6-9ece-026278596438,6a524f7d-aec7-417b-9d65-07241425bc36,Temple Israel,1951 Upland Way,Philadelphia,PA,19131,1950.0,1954.0,other_addresses,39.9862793,-75.24498779999999,"1951 Upland Way, Philadelphia, PA 19131, USA",OK
b71aeff3-9f94-4bfa-9d82-44a815c6ee3b,52c05732-5fe5-44c9-b195-5d96e84c5051,Temple Israel of Wynnefield,59th and Woodbine Avenue,Philadelphia,PA,19131,1955.0,1984.0,other_addresses,39.9880878,-75.2424138,"N 59th St & Woodbine Ave, Philadelphia, PA 19131, USA",OK
284b5c9f-172d-45cb-aa55-e913acfa3d43,af6c7d21-b8fd-4960-932a-822ddead0898,Temple Micah,116 Greenwood Avenue,Wyncote,PA,19095,1986.0,1993.0,other_addresses,40.0918613,-75.13946539999999,"116 Greenwood Ave, Wyncote, PA 19095, USA",OK
023d7c34-b593-4301-afec-23a475745439,dce88913-a073-4c36-892c-861c72a11bec,Congregation Temple Judea,6835 Old York Road,Philadelphia,PA,19126,1936.0,,other_addresses,40.0574743,-75.1388041,"6835 Old York Rd, Philadelphia, PA 19126, USA",OK
c49692d9-4a90-4dcd-a7ef-0c9c079033d2,dce88913-a073-4c36-892c-861c72a11bec,Congregation Temple Judea,6929 North Broad Street,Philadelphia,PA,19126,1950.0,1981.0,other_addresses,40.0590063,-75.13971219999999,"6929 N Broad St, Philadelphia, PA 19126, USA",OK
2cef116a-7c9d-4598-825c-73cea7a82f25,5d81b895-8e1f-430d-9fc0-bf683185e867,Temple Judea of Bucks County,300 Swamp Road,Doylestown,PA,18901,1981.0,2010.0,other_addresses,40.3347624,-75.1404968,"300 Swamp Rd, Doylestown, PA 18901, USA",OK
9af16d18-43cf-4a75-8faf-2eb6867d4591,5d81b895-8e1f-430d-9fc0-bf683185e867,Temple Judea of Bucks County,Rogers Road,Philadelphia,PA,19112,2017.0,,other_addresses,39.8886516,-75.1621512,"Rogers Rd, Philadelphia, PA 19112, USA",OK
665aa060-76ad-43f3-9aab-da9001271bc2,c472d557-dcf1-49a0-8030-91cff77e2b7f,Northeast Jewish Community Center,4301 Tyson Avenue,Philadelphia,PA,19135,1951.0,,other_addresses,40.03110849999999,-75.0441398,"4301 Tyson Ave, Philadelphia, PA 19135, USA",OK
105f9eef-936f-490f-b9be-537c5951d51c,631cdd52-54e3-45f2-b3eb-c18c1f99e113,Temple Rodeph Zedek,Tenth and Ruscomb Streets,Philadelphia,PA,19141,1961.0,1981.0,other_addresses,40.028301,-75.14003799999999,"10th St & Ruscomb St, Philadelphia, PA 19141, USA",OK
433822d8-3dc4-4e31-9b9c-21afcafd5745,9035f2ba-e307-4799-9de5-57bded77a622,Temple Shalom,Mill Creek Parkway,Levittown,PA,,1961.0,1982.0,other_addresses,40.1532829,-74.8315105,"Mill Creek Pkwy, Levittown, PA, USA",OK
c1beafaf-68ac-442b-9636-a5c4bf3f189a,9035f2ba-e307-4799-9de5-57bded77a622,Temple Shalom,2901 Edgely Road,Levittown,PA,19057,1983.0,2010.0,other_addresses,40.13959029999999,-74.84434399999999,"2901 Edgely Rd, Levittown, PA 19057, USA",OK
e8d5a375-3381-4495-9472-dd19e49aa613,6ed0158d-3b8c-4d03-b338-13c32882ceba,Temple Sholom,Large Street and Roosevelt Boulevard,Philadelphia,PA,19149,1950.0,2003.0,other_addresses,40.0329353,-75.0804172,"Roosevelt Blvd & Large St, Philadelphia, PA 19149, USA",OK
1136444f-f0b6-4b4a-bd16-dcf34cdcbd22,6ed0158d-3b8c-4d03-b338-13c32882ceba,Temple Sholom,55 North Church Lane,East Lansdowne,PA,19050,1961.0,,other_addresses,39.9417344,-75.2560405,"55 N Church Ln, East Lansdowne, PA 19050, USA",OK
52d0b9bd-79a9-4de9-bb6a-4aad3503eee0,911b03af-0d70-43d2-8a37-3da43ebc71fd,Temple Sinai,Washington Lane and Limekiln Pike,Philadelphia,PA,19138,1950.0,1978.0,other_addresses,40.0669496,-75.1583255,"Washington Ln & Limekiln Pike, Philadelphia, PA 19138, USA",OK
4dc22a93-8b06-4cf4-8c67-3395d0ac042a,911b03af-0d70-43d2-8a37-3da43ebc71fd,Temple Sinai,Limekiln Pike and Dillon Road; Dresher,Philadelphia,PA,19002,1979.0,1992.0,other_addresses,40.15857700000001,-75.18027649999999,"Dillon Rd & Limekiln Pike, Upper Dublin Township, PA 19002, USA",OK
f0aace5e-1d78-4d2d-b1ae-67ce5eb554c2,911b03af-0d70-43d2-8a37-3da43ebc71fd,Temple Sinai,1401 Limekiln Pike,Philadelphia,PA,19025,1993.0,,other_addresses,40.1571423,-75.1805535,"1401 Limekiln Pike, Dresher, PA 19025, USA",OK
eea2f75e-70df-4f62-9a9c-343479f28ae7,81d22c18-e293-4aa9-964a-fd4bc7de76cd,Temple Zion,650 Edison Avenue,Philadelphia,PA,19116,1960.0,1963.0,other_addresses,40.1293433,-75.0100918,"650 Edison Ave, Philadelphia, PA 19116, USA",OK
34adabc7-05e1-4e08-919b-2f68e23e17de,f116cdb2-815a-4954-8623-52726301db99,Temple Zion of Huntingdon Valley,1620 Pine Road,Huntingdon Valley,PA,19006,1964.0,1995.0,other_addresses,40.099411,-75.0652578,"1620 Pine Rd, Huntingdon Valley, PA 19006, USA",OK
6a84078b-f5da-4c80-b2ae-64119784b2db,42a60297-424d-4b2b-9140-4f989b8de083,Tiferes B’nai Israel,2478 Street Road,Warrington,PA,18976,1971.0,,other_addresses,40.2367942,-75.15165259999999,"2478 Street Rd, Warrington, PA 18976, USA",OK
173f5cc7-325c-48a5-9bca-03f6a5441c86,4c4f751b-a888-4963-baed-4fd4e178fc06,Tiferet Bet Israel,1541 Powell Street,Norristown,PA,19401,1989.0,,other_addresses,40.1266881,-75.33308029999999,"1541 Powell St, Norristown, PA 19401, USA",OK
aa8b624c-e5e5-4552-8f12-7f03caefa66d,4c4f751b-a888-4963-baed-4fd4e178fc06,Tiferet Bet Israel,1920 Skippack Pike,Blue Bell,PA,19422,1990.0,,other_addresses,40.1750472,-75.30579689999999,"1920 Skippack Pike, Blue Bell, PA 19422, USA",OK
42bf966a-8982-4ff3-a766-d93b87c0332a,c7f0a771-3756-4baa-abbf-032593e16fef,Tifereth Israel Anshel Zitomer,Sixth and Dickinson Streets,Philadelphia,PA,19147,1961.0,1965.0,other_addresses,39.9299934,-75.1550101,"S 6th St & Dickinson St, Philadelphia, PA 19147, USA",OK
8be57e04-4b1e-4884-9ab4-e7023efbc3f9,c7f0a771-3756-4baa-abbf-032593e16fef,Tifereth Israel Anshel Zitomer,2300 South 6th Street,Philadelphia,PA,19148,1966.0,1970.0,other_addresses,39.920146,-75.1573935,"2300 S 6th St, Philadelphia, PA 19148, USA",OK
f88060b5-dbb8-48a2-84cc-4ec9192a284b,e5e8e0c7-90ed-465d-ba88-c097cb8b54fe,Neshaminy Valley Jewish Community Center,4736 Neshaminy Boulevard,Bensalem,PA,19020,1974.0,1979.0,other_addresses,40.1405788,-74.9447915,"4736 Neshaminy Blvd, Bensalem, PA 19020, USA",OK
89bc47ae-1845-4ed1-9293-ae6679b94884,3ad2f6db-35ac-40c7-befa-e6a3fdade686,Congregation Tifereth Israel of Lower Bucks County ,2909 Bristol Road,Bensalem,PA,19020,1980.0,,other_addresses,40.1353657,-74.93423530000001,"2909 Bristol Rd, Bensalem, PA 19020, USA",OK
a606fd71-80ad-46ee-bc9c-2684f59b82aa,0768dfdb-4236-4bd0-a8c8-b3d6d8c7a2c6,Tifereth Israel of Parkside,3938 West Girard Avenue,Philadelphia,PA,19104,1951.0,1966.0,other_addresses,39.97395909999999,-75.20336859999999,"3938 W Girard Ave, Philadelphia, PA 19104, USA",OK
83250a35-d1de-4ea6-8d71-1b96d3c05132,b74be613-0a62-4fed-9232-32fc99afc0ec,Tikvas Israel,4000 Chestnut Street,Philadelphia,PA,19104,1950.0,1969.0,other_addresses,39.9555409,-75.2024608,"4000 Chestnut St, Philadelphia, PA 19104, USA",OK
1b799f3c-db04-427d-86a9-5768485ce18d,b74be613-0a62-4fed-9232-32fc99afc0ec,Tikvas Israel,42nd and Viola Streets,Philadelphia,PA,19104,1970.0,1971.0,other_addresses,39.9755872,-75.2097441,"N 42nd St & Viola St, Philadelphia, PA 19104, USA",OK
ac8b1d8c-a121-476f-90ec-eab0c216e4c3,a6d1d8a9-10fc-4d3f-b560-cb8aaafaba4a,Tikveh Chadoshoh,West Chew Avenue,Philadelphia,PA,,1956.0,1988.0,other_addresses,40.0392139,-75.1396335,"W Chew Ave, Philadelphia, PA, USA",OK
9b3cbe05-42c4-4b1e-a2be-a727a4435d74,bb478e41-f905-49dd-95bd-b1f8d4a92c99,Tzedek v’Shalom,PO Box 863,Newtown,PA,18940,1996.0,,other_addresses,40.2283371,-74.9322596,"Newtown, PA 18940, USA",OK
ce7501db-2eb9-4710-b033-7125bd4f71b8,ef189e1c-9020-480c-bc54-3f7c85508951,University City Synagogue,47th and Pine Streets,Philadelphia,PA,19143,1970.0,1971.0,other_addresses,39.9523162,-75.21635429999999,"S 47th St & Pine St, Philadelphia, PA 19143, USA",OK
30a788af-c4e7-443f-b427-0ccfa613a641,ef189e1c-9020-480c-bc54-3f7c85508951,University City Synagogue,350 South 47th Street,Philadelphia,PA,19143,1972.0,1974.0,other_addresses,39.9526434,-75.21697069999999,"350 S 47th St, Philadelphia, PA 19143, USA",OK
a8bcf035-0bb6-43db-b4db-980e21dc3620,44435ce8-546a-42df-9a2f-a38291ce785f,Upper Darby Synagogue Center,7053 Garrett Road,Philadelphia,PA,19082,1949.0,,other_addresses,39.9615503,-75.26330329999999,"7053 Garrett Rd, Upper Darby Township, PA 19082, USA",OK
770d5a30-9902-4bb3-ba95-6c43dc9c7f6b,b74cca5f-b4c2-45fd-91b4-85c53c2c49de,Anshei Vilna ,509 Pine Street,Philadelphia,PA,19106,1950.0,,other_addresses,39.9439328,-75.1507907,"509 Pine St, Philadelphia, PA 19106, USA",OK
8628e542-1604-4ff5-ad08-6db91a5e7662,a847a084-2e1b-4942-8ac7-5e0ac5dd5a0e,West Chester Reform Temple Beth Chaim,"PO Box 3093, West",West Chester,PA,,1992.0,2006.0,other_addresses,39.959884,-75.6062135,"West Chester, PA, USA",OK
bea1f14c-430d-42c6-a30a-c5d89ec8d707,0a0b9853-c31e-4ffd-9707-cb78de7a04f9,Beth Chaim  Reform Temple ,389 Conestoga Road,Malvern,PA,19355,2007.0,2010.0,other_addresses,40.0544372,-75.57958409999999,"389 Conestoga Rd, Malvern, PA 19355, USA",OK
fa59086a-4444-4ed8-8fdb-01e1ee133df3,b328995b-aab7-4c53-b4e4-a62648e8039b,West Oak Lane Jewish Community Center,Thouron and Sedgewick Streets,Philadelphia,PA,19150,1959.0,1976.0,other_addresses,40.0730428,-75.1717266,"Thouron Ave & E Sedgwick St, Philadelphia, PA 19150, USA",OK
e1d8fb43-8680-43b7-975d-a39c0c8860a4,b328995b-aab7-4c53-b4e4-a62648e8039b,West Oak Lane Jewish Community Center,115 West Avenue,Jenkintown,PA,19046,1977.0,,other_addresses,40.0952137,-75.1367973,"115 West Ave, Jenkintown, PA 19046, USA",OK
fb865fd0-de01-43a4-aa79-7a306c2b30af,b9f68536-2a56-4e16-94e3-b05b60f3f7c9,West Philadelphia Jewish Community Center,63rd and Ludlow Streets,Philadelphia,PA,19139,1936.0,1961.0,other_addresses,39.9619269,-75.2468693,"S 63rd St & Ludlow St, Philadelphia, PA 19139, USA",OK
850426cf-b785-46ae-9784-9b7d60aacd07,6b29c64c-b262-42e3-ab1e-24f42a3d1005,Woodside Jewish Community Center,Windermere Avenue,Philadelphia,PA,,1964.0,1965.0,other_addresses,39.9461447,-75.2810401,"Windermere Ave, Pennsylvania, USA",OK
c1444eda-ce1d-4d29-8e53-f4c6fcb45573,6b29c64c-b262-42e3-ab1e-24f42a3d1005,Woodside Jewish Community Center,3926 Conshohocken Avenue,Philadelphia,PA,19131,1966.0,1977.0,other_addresses,40.00234349999999,-75.2089641,"3926 Conshohocken Ave, Philadelphia, PA 19131, USA",OK
2e13b89b-3e9b-4626-9d46-5e756696f138,7fb766af-c1c3-4a78-b33b-7cc7c962c5f1,Wynnefield Jewish Center,5820 Overbrook Avenue,Philadelphia,PA,19131,1950.0,1969.0,other_addresses,39.99087069999999,-75.24189779999999,"5820 Overbrook Ave, Philadelphia, PA 19131, USA",OK
029501c8-a18d-4534-9a29-6f0f0612cef2,711f4716-0aff-4127-bb3f-7cf19a130025,"""Y"" Congregation ",401 South Broad Street,Philadelphia,PA,19102,1961.0,2008.0,other_addresses,39.94531610000001,-75.1648897,"401 S Broad St, Philadelphia, PA 19102, USA",OK
17a2ae12-1661-42e2-8937-68d15b8758ee,bf49caed-7d84-4679-b7ca-31e02696d657,Yavne Synagogue,2222 North 53rd Street,Philadelphia,PA,19131,1962.0,1967.0,other_addresses,39.9901271,-75.23094429999999,"2222 N 53rd St, Philadelphia, PA 19131, USA",OK
3c914fbb-9aeb-4339-8b6d-d6ae84f532a3,88ddd6d3-3643-4705-9e4b-0d700dfaa9d5,Yeadon Jewish Community Center,West Cobbs Creek Parkway and Whitby Avenue; Yeadon,Yeadon,PA,19050,1961.0,1990.0,other_addresses,39.9363567,-75.2460492,"W Cobbs Creek Pkwy & Whitby Ave, Yeadon, PA 19050, USA",OK
d540a4a1-da59-4bae-ab05-df5d563cad0a,7cdd6843-89a6-4e5a-8194-1c70a74a5392,Orthodox Minyan of Elkins Park ,High School Road and Montgomery Avenue,Elkins Park,PA,19027,1981.0,1990.0,other_addresses,40.0719932,-75.1265738,"Montgomery Ave & High School Rd, Elkins Park, PA 19027, USA",OK
d546ff20-4873-4969-8dbd-4575269a2f41,4c8c693f-80e0-453a-9137-336150f656f4,Young Israel of Elkins Park ,503 Spring Road; Elikins Park,Elkins Park,PA,,1991.0,1992.0,other_addresses,40.0697037,-75.1253492,"Elkins Park, PA, USA",OK
fd78b384-c02d-4d98-be51-2ee1f448ee85,4c8c693f-80e0-453a-9137-336150f656f4,Young Israel of Elkins Park ,7715 Montgomery Avenue,Melrose Park,PA,19027,1993.0,,other_addresses,40.0674657,-75.12570819999999,"7715 Montgomery Ave, Melrose Park, PA 19027, USA",OK
7674abb8-45b2-4fc1-af73-f721457ebf1d,6ad4c097-3496-4e23-8afe-dd83822d0ecf,Young Israel Synagogue of Oxford Circle,6427 Large Street,Philadelphia,PA,19149,1957.0,2008.0,other_addresses,40.0389286,-75.0744698,"6427 Large St, Philadelphia, PA 19149, USA",OK
340a66e2-8e87-4b6b-a94d-977419ac68db,0e9c5c37-690e-49bd-8e60-5c7b3435343c,Young Israel of Wynnefield,5300 Wynnefield Avenue,Philadelphia,PA,19131,1972.0,1995.0,other_addresses,39.9914735,-75.2313838,"5300 Wynnefield Ave, Philadelphia, PA 19131, USA",OK
ddb38479-348f-4f24-8674-72c9a0262c7f,d2bc3c1b-1f8c-4227-a5df-069c17cebe6d,Young Israel of the Main Line,130 Montgomery Avenue,Bala Cynwyd,PA,19004,1996.0,1999.0,other_addresses,40.0052758,-75.2390185,"130 Montgomery Ave, Bala Cynwyd, PA 19004, USA",OK
c851e6b5-4317-4b4e-984b-269612ab15b1,d2bc3c1b-1f8c-4227-a5df-069c17cebe6d,Young Israel of the Main Line,273 Montgomery Avenue,Bala Cynwyd,PA,19004,2000.0,,other_addresses,40.00555019999999,-75.2417553,"273 Montgomery Ave, Bala Cynwyd, PA 19004, USA",OK
ac34c08c-7c1d-4a73-80db-2f4933a7b774,be644373-58ea-4984-bb9b-06b48c0b90e0,Young People's Congregation Shari Israel,342 West Porter Street,Philadelphia,PA,19148,1955.0,1961.0,other_addresses,39.917084,-75.1539394,"342 W Porter St, Philadelphia, PA 19148, USA",OK
4f34a617-5094-42d6-8fb7-0f7e6dfc330e,be644373-58ea-4984-bb9b-06b48c0b90e0,Young People's Congregation Shari Israel,Franklin Street and Moyamensing Avenue,Philadelphia,PA,19148,1972.0,1982.0,other_addresses,39.9204785,-75.1597451,"W Moyamensing Ave & S Franklin St, Philadelphia, PA 19148, USA",OK
3b41da02-b938-4dbf-b9ba-d062235d484d,be644373-58ea-4984-bb9b-06b48c0b90e0,Young People's Congregation Shari Israel,728 West Moyamensing Avenue,Philadelphia,PA,19148,1983.0,,other_addresses,39.9203689,-75.1596854,"728 W Moyamensing Ave, Philadelphia, PA 19148, USA",OK
a589ea34-f29e-45d8-b8e3-1b6101326850,6c3eb29b-f74b-4be2-aeb4-f4c6c5686469,Congregation Zemach David,4900 North 8th Street,Philadelphia,PA,19120,1950.0,1982.0,other_addresses,40.026552,-75.137984,"4900 N 8th St, Philadelphia, PA 19120, USA",OK
22447656-6e1a-4ad6-8e03-b50822faa07e,6f9e73c7-0eb9-44f6-9099-f85ef8936182,Congregation Beth El,2901 Chapel Avenue,Cherry Hill Township,NJ,08002,1970.0,,other_addresses,39.9268478,-75.0061128,"2901 Chapel Ave, Cherry Hill Township, NJ 08002, USA",OK
dac93496-6e01-40b8-bea3-055f5563007f,6f9e73c7-0eb9-44f6-9099-f85ef8936182,Congregation Beth El,8000 Main Street,Voorhees Township,NJ,08043,2008.0,,other_addresses,39.8679546,-74.9450475,"8000 Main St, Voorhees Township, NJ 08043, USA",OK
231da03e-be11-4ea4-9d2f-bb2dea80ef1d,6f9e73c7-0eb9-44f6-9099-f85ef8936182,Temple Beth El,642 Bellevue Avenue,Hammonton,NJ,08037,2009.0,,other_addresses,39.6430264,-74.7944685,"642 Bellevue Ave, Hammonton, NJ 08037, USA",OK
3553d46e-504d-43a4-a000-8f0b72443bf7,21340714-96f8-458b-baf1-7c5ef7dba696,Beth Israel Congregation,South Warner Street,Woodbury,NJ,08096,2009.0,2010.0,other_addresses,39.8382902,-75.1618296,"S Warner St, Woodbury, NJ 08096, USA",OK
a0fe5f53-3347-44f4-a624-d8e6940a8aa6,0aaff20b-da3c-4173-a7f2-26078b17086c,(Congregation) Beth Israel,331 Grand Avenue,Camden,NJ,08105,1970.0,,other_addresses,39.9424214,-75.0856222,"331 Grand Ave, Camden, NJ 08105, USA",OK
40aae034-b232-4f8d-99c6-eab448ada761,4f3b0669-9c56-45ff-99e4-0e83254068b5,(Congregation) Beth Jacob,214 North Centre Street,Merchantville,NJ,08109,1960.0,1962.0,other_addresses,39.956057,-75.05005609999999,"214 N Centre St, Merchantville, NJ 08109, USA",OK
11e681a5-8030-40e6-8abd-174577eb0645,8e70d2cd-6a80-49b3-96a8-de3980c2499e,(Congregation) Beth Jacob-Beth Israel,109 East Maple Avenue,Merchantville,NJ,08109,1977.0,1981.0,other_addresses,39.9506861,-75.04624319999999,"109 E Maple Ave, Merchantville, NJ 08109, USA",OK
b012dfaa-5075-4e31-88fa-b9755a025a95,9c19bf8e-6e0e-43f7-81ea-7b54c7bb3d03,Temple Beth Sholom,19 White Horse Pike,Haddon Heights,NJ,08035,1940.0,1953.0,other_addresses,39.8857073,-75.0592987,"19 White Horse Pike, Haddon Heights, NJ 08035, USA",OK
d9be52f6-a2b5-4748-8e08-6c38764052cc,9c19bf8e-6e0e-43f7-81ea-7b54c7bb3d03,Temple Beth Sholom,White Horse Pike,Haddon Heights,NJ,,1953.0,1989.0,other_addresses,39.8817486,-75.0554689,"White Horse Pike, Haddon Heights, NJ, USA",OK
7db564ef-4d2b-4e5e-b784-969807e13b13,9c19bf8e-6e0e-43f7-81ea-7b54c7bb3d03,Temple Beth Sholom,1901 Kresson Road,Cherry Hill Township,NJ,08003,1989.0,,other_addresses,39.8754297,-74.9542129,"1901 Kresson Rd, Cherry Hill Township, NJ 08003, USA",OK
71b0cc62-cc23-4882-9479-b7e0169af2c5,5a8c0e24-9800-4e29-b79a-8286a124e7aa,(Congregation) Beth Tikvah,115 Evesboro - Medford Road,Evesham,NJ,08053,1991.0,,other_addresses,39.9116828,-74.9193889,"115 Evesboro - Medford Rd, Evesham, NJ 08053, USA",OK
93fe604d-4a2f-4403-be98-249dde27e918,7ffcc7a7-b958-425a-b56a-97e467cb2ef1,(Congregation) Beth Torah,Beverly - Rancocas Road,Willingboro,NJ,,1977.0,1994.0,other_addresses,40.0207268,-74.895318,"Beverly - Rancocas Rd, Willingboro, NJ, USA",OK
a20783f5-be9d-46af-8a51-ec561c026d1d,f54fce5f-7d8a-4d27-8ab1-dbdc4783e49b,(Temple) B'nai Israel,212 High Street,Mount Holly,NJ,08060,1991.0,2011.0,other_addresses,39.997598,-74.78978099999999,"212 High St, Mt Holly, NJ 08060, USA",OK
82f87082-313f-412e-beef-d6210938c025,0fea859b-39b2-4389-a10f-b25b5a1f7317,B'nai Tikvah,Fish Pond Road,Philadelphia,NJ,,1991.0,2009.0,other_addresses,39.7169696,-75.0825728,"Fish Pond Rd, New Jersey, USA",OK
8c84ec80-038b-4b16-89d6-67daf25bf97d,afe83928-c2f1-425c-ba29-fd2f605bf741,B'nai Tikvah-Beth Israel,341 Fish Pond Road,Glassboro,NJ,08028,2010.0,,other_addresses,39.71641899999999,-75.089449,"341 Fish Pond Rd, Glassboro, NJ 08028, USA",OK
7e0ede3a-1a37-4a5c-9805-a817231f7f6c,afe83928-c2f1-425c-ba29-fd2f605bf741,B'nai Tikvah-Beth Israel,114 East Holly Avenue,Washington Township,NJ,08080,2010.0,,other_addresses,39.7418473,-75.11157589999999,"114 E Holly Ave, Sewell, NJ 08080, USA",OK
300237f4-44d9-4082-bd5f-6560d99c6559,797a0008-cc61-4991-aa92-c8c21ade10d7,Chabad in Medford,74 South Main Street,Medford,NJ,08055,2008.0,,other_addresses,39.896696,-74.8238186,"74 S Main St, Medford, NJ 08055, USA",OK
13627a9a-b2f2-4e3a-a50e-ba3643839732,9fd733e0-20a3-43ae-8c7f-0692ef28437e,Chabad Lubavitch of Camden County,1925 Kresson Road,Cherry Hill Township,NJ,08003,2008.0,,other_addresses,39.87468459999999,-74.9533082,"1925 Kresson Rd, Cherry Hill Township, NJ 08003, USA",OK
1f62b53a-7fe7-4b20-9715-96d2d329f627,a6b5cfc0-680d-4c4e-b3f6-e7696d9ef49c,Chabad of Gloucester County,58 North Main Street,Harrison Township,NJ,08062,2015.0,,other_addresses,39.7394268,-75.2250469,"58 N Main St, Mullica Hill, NJ 08062, USA",OK
4082ed4f-1df9-4d81-8676-89060a34c6c2,8d93fa2c-d6e2-4459-bcee-5ebfb1d62b8d,Chabad at Rowan,307 Hamilton Road,Glassboro,NJ,08028,2015.0,,other_addresses,39.7101722,-75.1264745,"307 Hamilton Rd, Glassboro, NJ 08028, USA",OK
66e21226-1d73-438e-b99e-d2be92ca45d2,9d914807-731d-487f-bc9c-ebac97d7231d,Temple Har Zion,11101 Hamilton Way,Mount Holly,NJ,08060,1977.0,2008.0,other_addresses,40.0069488,-74.7689706,"11101 Hamilton Way, Mt Holly, NJ 08060, USA",OK
5fbb30c2-6bf6-4953-bf89-80156ccaea28,9d914807-731d-487f-bc9c-ebac97d7231d,Temple Har Zion,225 High Street,Mount Holly,NJ,08060,2009.0,,other_addresses,39.9976134,-74.78923139999999,"225 High St, Mt Holly, NJ 08060, USA",OK
6055845a-0796-45c6-a67a-adb47034331c,689075ed-9970-4360-bc25-396bddcf52f5,Israeli Chabad Center,203 Kresson - Gibbsboro Road,Voorhees Township,NJ,08043,2016.0,,other_addresses,39.8456955,-74.9409301,"203 Kresson - Gibbsboro Rd, Voorhees Township, NJ 08043, USA",OK
69dd9342-d531-4290-81c1-1497d1b62676,3d011662-aa81-47e7-8df5-d0c7a8a80b83,Congregation M'kor Shalom,"Church and Fellowship Roads; Mt, Laurel, NJ",Mount Laurel Township,NJ,,1977.0,,other_addresses,39.92415159999999,-74.94999659999999,"Mt Laurel Township, NJ, USA",OK
22c104af-f7da-40ae-a970-a0170c887882,3d011662-aa81-47e7-8df5-d0c7a8a80b83,Congregation M'kor Shalom,850 Evesham Road,Cherry Hill Township,NJ,08003,1991.0,,other_addresses,39.8733659,-74.9315431,"850 Evesham Rd, Cherry Hill Township, NJ 08003, USA",OK
38c11f35-f735-4c28-bc57-feabc27e0815,566ca246-f622-4c6b-bbbf-657872463585,(Congregation) Ner Tamid,Main Street,Voorhees Township,NJ,,1992.0,2001.0,other_addresses,39.8652208,-74.9446973,"Main St, Voorhees Township, NJ, USA",OK
f330b981-5d16-447e-83dd-2e605e79c07d,566ca246-f622-4c6b-bbbf-657872463585,(Congregation) Ner Tamid,1705 Haddonfield-Berlin Road,Cherry Hill Township,NJ,08003,2009.0,,other_addresses,39.8677871,-74.9970184,"1705 Haddonfield-Berlin Rd, Cherry Hill Township, NJ 08003, USA",OK
d30e4e30-1da3-41d6-b29a-55c8bfea7f30,412e21c3-d56b-44c0-aa78-adb4ea135158,(Congregation) Sons of Israel,"Park Boulevard at Kaighn Avenue; Camden, NJ",Camden,NJ,08103,1970.0,,other_addresses,39.932573,-75.0962186,"Park Blvd & Kaighns Ave, Camden, NJ 08103, USA",OK
eaae3d69-c5f3-4062-af71-6bf8fb578e72,412e21c3-d56b-44c0-aa78-adb4ea135158,(Congregation) Sons of Israel,720 Cooper Landing Road,Cherry Hill Township,NJ,08002,1977.0,,other_addresses,39.9327941,-75.012644,"720 Cooper Landing Rd, Cherry Hill Township, NJ 08002, USA",OK
